Rank,IRM,IBUId,Name,Nat,Shootings,ShootingTotal,TotalTime,WC,NC,BibColor,Behind,PursuitStartDistance,ResultOrder_shooting,TotalTime_shooting,Behind_shooting,ResultOrder_range,TotalTime_range,Behind_range,ResultOrder_ski,TotalTime_ski,Behind_ski,RaceId,EventId,EventName,RaceName,RaceDate,Season,Genre
1,,BTNOR10509199701,STROEMSHEIM Endre,NOR,0+0+0+0,0,38:08.8,90,160,,0.0,0,6.0,1:39.0,+7.5,15.0,3:10.2,+9.3,12.0,34:27.1,+50.5,BT2425SWRLCP01SMSI,BT2425SWRLCP01,Kontiolahti,Men 15km Short Individual,2024-12-03,2425,Male
2,,BTNOR11605199301,BOE Johannes Thingnes,NOR,0+1+0+0,1,38:11.8,75,154,yr,+3.0,0,30.0,1:50.8,+19.3,27.0,3:16.4,+15.5,1.0,33:36.6,0.0,BT2425SWRLCP01SMSI,BT2425SWRLCP01,Kontiolahti,Men 15km Short Individual,2024-12-03,2425,Male
3,,BTNOR12002199701,LAEGREID Sturla Holm,NOR,0+0+0+0,0,38:33.0,65,148,,+24.2,0,35.0,1:53.4,+21.9,41.0,3:23.0,+22.1,15.0,34:37.8,+1:01.2,BT2425SWRLCP01SMSI,BT2425SWRLCP01,Kontiolahti,Men 15km Short Individual,2024-12-03,2425,Male
4,,BTUKR10504200301,MANDZYN Vitalii,UKR,0+0+0+0,0,39:12.7,55,143,,+1:03.9,0,23.0,1:48.4,+16.9,25.0,3:16.0,+15.1,33.0,35:25.0,+1:48.4,BT2425SWRLCP01SMSI,BT2425SWRLCP01,Kontiolahti,Men 15km Short Individual,2024-12-03,2425,Male
5,,BTFRA11608199201,FILLON MAILLET Quentin,FRA,1+0+1+0,2,39:19.5,50,140,,+1:10.7,0,12.0,1:44.6,+13.1,7.0,3:06.4,+5.5,6.0,34:10.0,+33.4,BT2425SWRLCP01SMSI,BT2425SWRLCP01,Kontiolahti,Men 15km Short Individual,2024-12-03,2425,Male
6,,BTFRA12906200101,PERROT Eric,FRA,0+0+0+1,1,39:31.4,45,138,,+1:22.6,0,33.0,1:51.6,+20.1,24.0,3:15.0,+14.1,20.0,34:57.2,+1:20.6,BT2425SWRLCP01SMSI,BT2425SWRLCP01,Kontiolahti,Men 15km Short Individual,2024-12-03,2425,Male
7,,BTCRO10108198701,FAK Jakov,SLO,0+0+1+0,1,39:51.3,41,136,,+1:42.5,0,14.0,1:45.3,+13.8,8.0,3:06.9,+6.0,34.0,35:27.2,+1:50.6,BT2425SWRLCP01SMSI,BT2425SWRLCP01,Kontiolahti,Men 15km Short Individual,2024-12-03,2425,Male
8,,BTFRA12212199401,CLAUDE Fabien,FRA,0+0+1+1,2,39:53.3,37,134,,+1:44.5,0,61.0,2:05.9,+34.4,52.0,3:28.8,+27.9,10.0,34:23.1,+46.5,BT2425SWRLCP01SMSI,BT2425SWRLCP01,Kontiolahti,Men 15km Short Individual,2024-12-03,2425,Male
9,,BTBEL12410199101,LANGER Thierry,BEL,0+0+1+0,1,39:56.2,34,132,,+1:47.4,0,48.0,1:57.6,+26.1,40.0,3:22.8,+21.9,31.0,35:17.0,+1:40.4,BT2425SWRLCP01SMSI,BT2425SWRLCP01,Kontiolahti,Men 15km Short Individual,2024-12-03,2425,Male
10,,BTUKR10511199101,PIDRUCHNYI Dmytro,UKR,0+0+0+1,1,39:58.2,31,131,,+1:49.4,0,42.0,1:55.0,+23.5,49.0,3:26.4,+25.5,29.0,35:13.9,+1:37.3,BT2425SWRLCP01SMSI,BT2425SWRLCP01,Kontiolahti,Men 15km Short Individual,2024-12-03,2425,Male
11,,BTNOR11205199201,CHRISTIANSEN Vetle Sjaastad,NOR,2+0+0+0,2,39:58.3,30,,,+1:49.5,0,57.0,2:00.2,+28.7,53.0,3:29.0,+28.1,11.0,34:27.0,+50.4,BT2425SWRLCP01SMSI,BT2425SWRLCP01,Kontiolahti,Men 15km Short Individual,2024-12-03,2425,Male
12,,BTSUI11107199601,BURKHALTER Joscha,SUI,1+0+0+0,1,39:59.4,29,129,,+1:50.6,0,4.0,1:38.7,+7.2,4.0,3:04.4,+3.5,37.0,35:37.4,+2:00.8,BT2425SWRLCP01SMSI,BT2425SWRLCP01,Kontiolahti,Men 15km Short Individual,2024-12-03,2425,Male
13,,BTAUT12302198301,EDER Simon,AUT,0+0+0+0,0,40:03.7,28,128,,+1:54.9,0,7.0,1:41.7,+10.2,14.0,3:10.0,+9.1,58.0,36:21.1,+2:44.5,BT2425SWRLCP01SMSI,BT2425SWRLCP01,Kontiolahti,Men 15km Short Individual,2024-12-03,2425,Male
14,,BTFRA11107199501,JACQUELIN Emilien,FRA,0+1+1+1,3,40:09.8,27,,,+2:01.0,0,18.0,1:46.6,+15.1,9.0,3:07.2,+6.3,9.0,34:16.1,+39.5,BT2425SWRLCP01SMSI,BT2425SWRLCP01,Kontiolahti,Men 15km Short Individual,2024-12-03,2425,Male
15,,BTUKR11712199601,DUDCHENKO Anton,UKR,0+1+0+0,1,40:16.0,26,126,,+2:07.2,0,11.0,1:44.4,+12.9,20.0,3:13.3,+12.4,40.0,35:45.4,+2:08.8,BT2425SWRLCP01SMSI,BT2425SWRLCP01,Kontiolahti,Men 15km Short Individual,2024-12-03,2425,Male
16,,BTFRA10207199101,GUIGONNAT Antonin,FRA,1+1+0+0,2,40:20.0,25,,,+2:11.2,0,24.0,1:48.7,+17.2,22.0,3:14.0,+13.1,23.0,35:01.5,+1:24.9,BT2425SWRLCP01SMSI,BT2425SWRLCP01,Kontiolahti,Men 15km Short Individual,2024-12-03,2425,Male
17,,BTSUI10103200001,HARTWEG Niklas,SUI,0+0+0+2,2,40:24.3,24,124,,+2:15.5,0,22.0,1:47.7,+16.2,17.0,3:11.5,+10.6,27.0,35:10.3,+1:33.7,BT2425SWRLCP01SMSI,BT2425SWRLCP01,Kontiolahti,Men 15km Short Individual,2024-12-03,2425,Male
18,,BTFIN12501199601,SEPPALA Tero,FIN,1+1+0+0,2,40:24.6,23,123,,+2:15.8,0,5.0,1:38.9,+7.4,6.0,3:05.5,+4.6,30.0,35:16.7,+1:40.1,BT2425SWRLCP01SMSI,BT2425SWRLCP01,Kontiolahti,Men 15km Short Individual,2024-12-03,2425,Male
19,,BTCZE12301199101,KRCMAR Michal,CZE,0+0+0+0,0,40:25.2,22,122,,+2:16.4,0,103.0,2:36.7,+1:05.2,102.0,4:02.0,+1:01.1,44.0,35:50.5,+2:13.9,BT2425SWRLCP01SMSI,BT2425SWRLCP01,Kontiolahti,Men 15km Short Individual,2024-12-03,2425,Male
